Country Name,Country Code,Series Name,2010,2014
Andorra,ADO,School enrollment. primary. male (% gross),..,..
Andorra,ADO,School enrollment. primary. female (% gross),..,..
Andorra,ADO,School enrollment. tertiary. female (% gross),..,..
Andorra,ADO,School enrollment. tertiary. male (% gross),..,..
Andorra,ADO,GDP per capita (current US$),39641.74601,..
Andorra,ADO,GDP per capita growth (annual %),-4.165093185,..
Andorra,ADO,Population. female (% of total),..,..
Andorra,ADO,Population. total,84419,72786
Angola,AGO,School enrollment. secondary. female (% gross),23.41390991,..
Angola,AGO,School enrollment. secondary. male (% gross),34.18098831,..
Angola,AGO,School enrollment. primary. male (% gross),125.2145462,..
Angola,AGO,School enrollment. primary. female (% gross),101.7566071,..
Angola,AGO,School enrollment. tertiary. female (% gross),..,..
Angola,AGO,School enrollment. tertiary. male (% gross),..,..
Angola,AGO,GDP per capita (current US$),3886.479354,5232.7623
Angola,AGO,GDP per capita growth (annual %),-0.0028121,1.433247841
Angola,AGO,Population. female (% of total),50.45629222,50.39282182
Angola,AGO,Population. total,21219954,24227524
Antigua and Barbuda,ATG,School enrollment. secondary. female (% gross),106.6963196,102.8447037
Antigua and Barbuda,ATG,School enrollment. secondary. male (% gross),105.6981506,101.8036118
Antigua and Barbuda,ATG,School enrollment. primary. male (% gross),107.9206085,100.9179611
Antigua and Barbuda,ATG,School enrollment. primary. female (% gross),98.81284332,93.30918884
Antigua and Barbuda,ATG,School enrollment. tertiary. female (% gross),22.67580032,..
Antigua and Barbuda,ATG,School enrollment. tertiary. male (% gross),9.058930397,..
Antigua and Barbuda,ATG,GDP per capita (current US$),13017.31039,13432.07921
Antigua and Barbuda,ATG,GDP per capita growth (annual %),-8.136142884,3.549861072
Antigua and Barbuda,ATG,Population. female (% of total),52.25430743,52.21452145
Antigua and Barbuda,ATG,Population. total,87233,90900
Arab World,ARB,School enrollment. secondary. female (% gross),65.47486115,67.9688797
Arab World,ARB,School enrollment. secondary. male (% gross),70.5269165,73.37789917
Arab World,ARB,School enrollment. primary. male (% gross),101.7955322,100.2954636
Arab World,ARB,School enrollment. primary. female (% gross),93.97962189,93.60800171
Arab World,ARB,School enrollment. tertiary. female (% gross),25.2890892,28.76799965
Arab World,ARB,School enrollment. tertiary. male (% gross),24.26320076,27.61240959
Arab World,ARB,GDP per capita (current US$),5957.989009,7521.043673
Arab World,ARB,GDP per capita growth (annual %),2.291583253,0.685243253
Arab World,ARB,Population. female (% of total),48.34147209,48.23866952
Arab World,ARB,Population. total,353112237,384222592
Argentina,ARG,School enrollment. secondary. female (% gross),106.6335983,..
Argentina,ARG,School enrollment. secondary. male (% gross),97.12748718,..
Argentina,ARG,School enrollment. primary. male (% gross),117.5211792,..
Argentina,ARG,School enrollment. primary. female (% gross),115.8871002,..
Argentina,ARG,School enrollment. tertiary. female (% gross),89.15844727,..
Argentina,ARG,School enrollment. tertiary. male (% gross),59.13731003,..
Argentina,ARG,GDP per capita (current US$),10332.03237,12324.93879
Argentina,ARG,GDP per capita growth (annual %),9.21789374,-3.559920866
Argentina,ARG,Population. female (% of total),51.08716702,51.07325668
Argentina,ARG,Population. total,41222875,42980026
Armenia,ARM,School enrollment. secondary. female (% gross),..,..
Armenia,ARM,School enrollment. secondary. male (% gross),..,..
Armenia,ARM,School enrollment. primary. male (% gross),..,..
Armenia,ARM,School enrollment. primary. female (% gross),..,..
Armenia,ARM,School enrollment. tertiary. female (% gross),63.13265991,48.49568939
Armenia,ARM,School enrollment. tertiary. male (% gross),40.2656517,40.05559921
Armenia,ARM,GDP per capita (current US$),3124.784018,3861.91557
Armenia,ARM,GDP per capita growth (annual %),2.290078204,3.118832635
Armenia,ARM,Population. female (% of total),48.59132592,52.78452135
Armenia,ARM,Population. total,2963496,3006154
Aruba,ABW,School enrollment. secondary. female (% gross),98.26805115,..
Aruba,ABW,School enrollment. secondary. male (% gross),93.47659302,..
Aruba,ABW,School enrollment. primary. male (% gross),114.477272,119.1290131
Aruba,ABW,School enrollment. primary. female (% gross),112.9833603,115.4296875
Aruba,ABW,School enrollment. tertiary. female (% gross),43.94987869,23.82568932
Aruba,ABW,School enrollment. tertiary. male (% gross),31.11734962,10.41611004
Aruba,ABW,GDP per capita (current US$),24289.14152,..
Aruba,ABW,GDP per capita growth (annual %),..,..
Aruba,ABW,Population. female (% of total),52.32339538,52.43568798
Aruba,ABW,Population. total,101597,103441
Australia,AUS,School enrollment. secondary. female (% gross),130.3395081,..
Australia,AUS,School enrollment. secondary. male (% gross),134.4217072,..
Australia,AUS,School enrollment. primary. male (% gross),105.7965088,..
Australia,AUS,School enrollment. primary. female (% gross),105.6064911,..
Australia,AUS,School enrollment. tertiary. female (% gross),94.45539856,..
Australia,AUS,School enrollment. tertiary. male (% gross),68.39689636,..
Australia,AUS,GDP per capita (current US$),51845.65486,61995.8297
Australia,AUS,GDP per capita growth (annual %),0.443578091,0.985192569
Australia,AUS,Population. female (% of total),49.97988301,50.021613
Australia,AUS,Population. total,22031750,23464086
Austria,AUT,School enrollment. secondary. female (% gross),96.79978943,96.92626953
Austria,AUT,School enrollment. secondary. male (% gross),100.826973,101.5699387
Austria,AUT,School enrollment. primary. male (% gross),100.5019531,102.7756424
Austria,AUT,School enrollment. primary. female (% gross),99.14170074,101.6983566
Austria,AUT,School enrollment. tertiary. female (% gross),74.21417999,87.60204315
Austria,AUT,School enrollment. tertiary. male (% gross),63.42990112,72.79084015
Austria,AUT,GDP per capita (current US$),46659.84082,51322.63997
Austria,AUT,GDP per capita growth (annual %),1.683936621,-0.088053884
Austria,AUT,Population. female (% of total),51.27245208,50.95501705
Austria,AUT,Population. total,8363404,8541575
Azerbaijan,AZE,School enrollment. secondary. female (% gross),98.03331757,102.4417191
Azerbaijan,AZE,School enrollment. secondary. male (% gross),99.50772095,103.1090164
Azerbaijan,AZE,School enrollment. primary. male (% gross),94.22296906,106.5559235
Azerbaijan,AZE,School enrollment. primary. female (% gross),93.23661041,105.4929504
Azerbaijan,AZE,School enrollment. tertiary. female (% gross),19.1563797,24.75322914
Azerbaijan,AZE,School enrollment. tertiary. male (% gross),19.36224937,21.67637062
Azerbaijan,AZE,GDP per capita (current US$),5842.805784,7886.459144
Azerbaijan,AZE,GDP per capita growth (annual %),3.6141875,0.734739796
Azerbaijan,AZE,Population. female (% of total),50.43720844,50.24619983
Azerbaijan,AZE,Population. total,9054332,9535079
Bahamas. The,BHS,School enrollment. secondary. female (% gross),95.07991791,..
Bahamas. The,BHS,School enrollment. secondary. male (% gross),90.23361969,..
Bahamas. The,BHS,School enrollment. primary. male (% gross),106.8916092,..
Bahamas. The,BHS,School enrollment. primary. female (% gross),108.9415131,..
Bahamas. The,BHS,School enrollment. tertiary. female (% gross),..,..
Bahamas. The,BHS,School enrollment. tertiary. male (% gross),..,..
Bahamas. The,BHS,GDP per capita (current US$),21920.51659,22497.44971
Bahamas. The,BHS,GDP per capita growth (annual %),-0.16371155,-1.878220321
Bahamas. The,BHS,Population. female (% of total),51.11576088,51.056509
Bahamas. The,BHS,Population. total,360830,383054
Bahrain,BHR,School enrollment. secondary. female (% gross),..,..
Bahrain,BHR,School enrollment. secondary. male (% gross),..,..
Bahrain,BHR,School enrollment. primary. male (% gross),..,..
Bahrain,BHR,School enrollment. primary. female (% gross),..,..
Bahrain,BHR,School enrollment. tertiary. female (% gross),..,56.53153992
Bahrain,BHR,School enrollment. tertiary. male (% gross),..,24.23074913
Bahrain,BHR,GDP per capita (current US$),20386.01756,24514.99913
Bahrain,BHR,GDP per capita growth (annual %),-1.004658054,3.392509187
Bahrain,BHR,Population. female (% of total),37.60206577,37.91912947
Bahrain,BHR,Population. total,1261319,1361930
Bangladesh,BGD,School enrollment. secondary. female (% gross),53.08454895,..
Bangladesh,BGD,School enrollment. secondary. male (% gross),47.27249908,..
Bangladesh,BGD,School enrollment. primary. male (% gross),99.58106995,..
Bangladesh,BGD,School enrollment. primary. female (% gross),105.8599091,..
Bangladesh,BGD,School enrollment. tertiary. female (% gross),..,11.3874197
Bangladesh,BGD,School enrollment. tertiary. male (% gross),..,15.43412018
Bangladesh,BGD,GDP per capita (current US$),760.3319352,1086.800087
Bangladesh,BGD,GDP per capita growth (annual %),4.380462315,4.780900045
Bangladesh,BGD,Population. female (% of total),49.43422059,49.50786036
Bangladesh,BGD,Population. total,151616777,159077513
Barbados,BRB,School enrollment. secondary. female (% gross),102.1566772,110.6809769
Barbados,BRB,School enrollment. secondary. male (% gross),101.653923,107.8758926
Barbados,BRB,School enrollment. primary. male (% gross),98.89279938,93.11710358
Barbados,BRB,School enrollment. primary. female (% gross),100.5598221,94.16689301
Barbados,BRB,School enrollment. tertiary. female (% gross),95.85447693,..
Barbados,BRB,School enrollment. tertiary. male (% gross),43.88753891,..
Barbados,BRB,GDP per capita (current US$),15906.18932,15360.0618
Barbados,BRB,GDP per capita growth (annual %),-0.138718851,-0.111608403
Barbados,BRB,Population. female (% of total),52.01633961,52.06965911
Barbados,BRB,Population. total,279566,283380
Belarus,BLR,School enrollment. secondary. female (% gross),105.2677231,106.0989532
Belarus,BLR,School enrollment. secondary. male (% gross),108.7481995,107.9138031
Belarus,BLR,School enrollment. primary. male (% gross),103.5442963,98.88014984
Belarus,BLR,School enrollment. primary. female (% gross),103.3503113,99.05712128
Belarus,BLR,School enrollment. tertiary. female (% gross),94.43531036,101.9697495
Belarus,BLR,School enrollment. tertiary. male (% gross),65.24285126,76.45915222
Belarus,BLR,GDP per capita (current US$),5818.854859,8025.304356
Belarus,BLR,GDP per capita growth (annual %),7.933783669,1.540728894
Belarus,BLR,Population. female (% of total),53.50159848,53.52026468
Belarus,BLR,Population. total,9490000,9483000
Belgium,BEL,School enrollment. secondary. female (% gross),104.2077713,175.3804932
Belgium,BEL,School enrollment. secondary. male (% gross),107.2979584,154.6709747
Belgium,BEL,School enrollment. primary. male (% gross),103.3451233,104.7894669
Belgium,BEL,School enrollment. primary. female (% gross),103.1826096,104.9221802
Belgium,BEL,School enrollment. tertiary. female (% gross),75.79071808,83.36136627
Belgium,BEL,School enrollment. tertiary. male (% gross),59.85266876,63.62202072
Belgium,BEL,GDP per capita (current US$),44382.81899,47346.79282
Belgium,BEL,GDP per capita growth (annual %),1.760968305,1.215105352
Belgium,BEL,Population. female (% of total),50.9990322,50.86279371
Belgium,BEL,Population. total,10895586,11231213
Belize,BLZ,School enrollment. secondary. female (% gross),78.2303772,81.70604706
Belize,BLZ,School enrollment. secondary. male (% gross),72.50813293,78.05349731
Belize,BLZ,School enrollment. primary. male (% gross),114.7918396,114.4422302
Belize,BLZ,School enrollment. primary. female (% gross),110.2801285,108.9500275
Belize,BLZ,School enrollment. tertiary. female (% gross),26.86974907,..
Belize,BLZ,School enrollment. tertiary. male (% gross),16.83589935,..
Belize,BLZ,GDP per capita (current US$),4348.019539,4884.368562
Belize,BLZ,GDP per capita growth (annual %),0.853345124,1.860105794
Belize,BLZ,Population. female (% of total),49.98056646,50.11856494
Belize,BLZ,Population. total,321609,351706
Benin,BEN,School enrollment. secondary. female (% gross),..,43.85776138
Benin,BEN,School enrollment. secondary. male (% gross),..,64.81314087
Benin,BEN,School enrollment. primary. male (% gross),123.9021225,131.1039276
Benin,BEN,School enrollment. primary. female (% gross),108.6006165,119.9226074
Benin,BEN,School enrollment. tertiary. female (% gross),6.887219906,..
Benin,BEN,School enrollment. tertiary. male (% gross),19.63471985,..
Benin,BEN,GDP per capita (current US$),732.9536227,915.9266408
Benin,BEN,GDP per capita growth (annual %),-0.76971415,3.585306483
Benin,BEN,Population. female (% of total),50.24749211,50.14714371
Benin,BEN,Population. total,9509798,10598482
Bermuda,BMU,School enrollment. secondary. female (% gross),85.35262299,77.43331146
Bermuda,BMU,School enrollment. secondary. male (% gross),72.28662109,67.95947266
Bermuda,BMU,School enrollment. primary. male (% gross),..,88.84227753
Bermuda,BMU,School enrollment. primary. female (% gross),..,86.06166077
Bermuda,BMU,School enrollment. tertiary. female (% gross),40.60865021,36.08039856
Bermuda,BMU,School enrollment. tertiary. male (% gross),19.27543068,19.07089996
Bermuda,BMU,GDP per capita (current US$),88207.32756,..
Bermuda,BMU,GDP per capita growth (annual %),-1.324384803,..
Bermuda,BMU,Population. female (% of total),..,..
Bermuda,BMU,Population. total,65124,65139
Bhutan,BTN,School enrollment. secondary. female (% gross),66.65628052,87.05632782
Bhutan,BTN,School enrollment. secondary. male (% gross),65.57984161,81.4165802
Bhutan,BTN,School enrollment. primary. male (% gross),108.1583176,101.4104309
Bhutan,BTN,School enrollment. primary. female (% gross),110.6824799,102.8738022
Bhutan,BTN,School enrollment. tertiary. female (% gross),5.280419827,..
Bhutan,BTN,School enrollment. tertiary. male (% gross),8.638030052,..
Bhutan,BTN,GDP per capita (current US$),2201.293078,2560.522132
Bhutan,BTN,GDP per capita growth (annual %),9.804775926,4.311893537
Bhutan,BTN,Population. female (% of total),46.35693916,46.26003911
Bhutan,BTN,Population. total,720246,765008
Bolivia,BOL,School enrollment. secondary. female (% gross),82.61109161,..
Bolivia,BOL,School enrollment. secondary. male (% gross),83.64215088,..
Bolivia,BOL,School enrollment. primary. male (% gross),..,..
Bolivia,BOL,School enrollment. primary. female (% gross),..,..
Bolivia,BOL,School enrollment. tertiary. female (% gross),..,..
Bolivia,BOL,School enrollment. tertiary. male (% gross),..,..
Bolivia,BOL,GDP per capita (current US$),1981.166313,3124.085434
Bolivia,BOL,GDP per capita growth (annual %),2.454612706,3.84187781
Bolivia,BOL,Population. female (% of total),49.88555939,49.91438556
Bolivia,BOL,Population. total,9918245,10561887
Bosnia and Herzegovina,BIH,School enrollment. secondary. female (% gross),..,90.04875946
Bosnia and Herzegovina,BIH,School enrollment. secondary. male (% gross),..,87.39431763
Bosnia and Herzegovina,BIH,School enrollment. primary. male (% gross),..,99.95773315
Bosnia and Herzegovina,BIH,School enrollment. primary. female (% gross),..,100.400238
Bosnia and Herzegovina,BIH,School enrollment. tertiary. female (% gross),42.45824051,54.67916107
Bosnia and Herzegovina,BIH,School enrollment. tertiary. male (% gross),31.52919006,40.88838959
Bosnia and Herzegovina,BIH,GDP per capita (current US$),4475.08813,4852.318649
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),0.832255911,1.240188699
Bosnia and Herzegovina,BIH,Population. female (% of total),50.20744367,50.22540611
Bosnia and Herzegovina,BIH,Population. total,3835258,3817554
Botswana,BWA,School enrollment. secondary. female (% gross),..,..
Botswana,BWA,School enrollment. secondary. male (% gross),..,..
Botswana,BWA,School enrollment. primary. male (% gross),..,..
Botswana,BWA,School enrollment. primary. female (% gross),..,..
Botswana,BWA,School enrollment. tertiary. female (% gross),..,31.82802963
Botswana,BWA,School enrollment. tertiary. male (% gross),..,23.25005913
Botswana,BWA,GDP per capita (current US$),6243.998831,7153.447859
Botswana,BWA,GDP per capita growth (annual %),6.410257669,1.186017586
Botswana,BWA,Population. female (% of total),50.0491984,50.03687042
Botswana,BWA,Population. total,2047831,2219937
Brazil,BRA,School enrollment. secondary. female (% gross),..,..
Brazil,BRA,School enrollment. secondary. male (% gross),..,..
Brazil,BRA,School enrollment. primary. male (% gross),..,..
Brazil,BRA,School enrollment. primary. female (% gross),..,..
Brazil,BRA,School enrollment. tertiary. female (% gross),..,..
Brazil,BRA,School enrollment. tertiary. male (% gross),..,..
Brazil,BRA,GDP per capita (current US$),11121.42095,11728.79939
Brazil,BRA,GDP per capita growth (annual %),6.493156911,-0.779984327
Brazil,BRA,Population. female (% of total),50.74393117,50.81243356
Brazil,BRA,Population. total,198614208,206077898
British Virgin Islands,VGB,School enrollment. secondary. female (% gross),..,..
British Virgin Islands,VGB,School enrollment. secondary. male (% gross),..,..
British Virgin Islands,VGB,School enrollment. primary. male (% gross),..,..
British Virgin Islands,VGB,School enrollment. primary. female (% gross),..,..
British Virgin Islands,VGB,School enrollment. tertiary. female (% gross),..,..
British Virgin Islands,VGB,School enrollment. tertiary. male (% gross),..,..
British Virgin Islands,VGB,GDP per capita (current US$),..,..
British Virgin Islands,VGB,GDP per capita growth (annual %),..,..
British Virgin Islands,VGB,Population. female (% of total),..,..
British Virgin Islands,VGB,Population. total,27223,29585
Brunei Darussalam,BRN,School enrollment. secondary. female (% gross),99.65058899,99.10092163
Brunei Darussalam,BRN,School enrollment. secondary. male (% gross),98.8635025,99.13040161
Brunei Darussalam,BRN,School enrollment. primary. male (% gross),107.344101,107.3380508
Brunei Darussalam,BRN,School enrollment. primary. female (% gross),106.9032822,107.5561066
Brunei Darussalam,BRN,School enrollment. tertiary. female (% gross),20.63689041,40.12485123
Brunei Darussalam,BRN,School enrollment. tertiary. male (% gross),11.05550957,23.78088951
Brunei Darussalam,BRN,GDP per capita (current US$),34852.02398,41023.88988
Brunei Darussalam,BRN,GDP per capita growth (annual %),0.97586009,-3.728895091
Brunei Darussalam,BRN,Population. female (% of total),48.35393667,48.44511421
Brunei Darussalam,BRN,Population. total,393302,417394
Bulgaria,BGR,School enrollment. secondary. female (% gross),88.31575012,99.04419708
Bulgaria,BGR,School enrollment. secondary. male (% gross),92.42198181,102.6095581
Bulgaria,BGR,School enrollment. primary. male (% gross),103.6142731,99.38900757
Bulgaria,BGR,School enrollment. primary. female (% gross),103.6532669,98.74990845
Bulgaria,BGR,School enrollment. tertiary. female (% gross),66.3868866,78.98544312
Bulgaria,BGR,School enrollment. tertiary. male (% gross),50.11949921,63.02148056
Bulgaria,BGR,GDP per capita (current US$),6843.263289,7853.335191
Bulgaria,BGR,GDP per capita growth (annual %),0.715365091,1.906431928
Bulgaria,BGR,Population. female (% of total),51.31944892,51.39937078
Bulgaria,BGR,Population. total,7395599,7223938
Burkina Faso,BFA,School enrollment. secondary. female (% gross),18.92724991,28.22839928
Burkina Faso,BFA,School enrollment. secondary. male (% gross),24.78071976,32.37174988
Burkina Faso,BFA,School enrollment. primary. male (% gross),81.61170197,88.65016937
Burkina Faso,BFA,School enrollment. primary. female (% gross),73.93199158,85.09131622
Burkina Faso,BFA,School enrollment. tertiary. female (% gross),2.307990074,..
Burkina Faso,BFA,School enrollment. tertiary. male (% gross),4.818620205,..
Burkina Faso,BFA,GDP per capita (current US$),575.0118818,696.8562068
Burkina Faso,BFA,GDP per capita growth (annual %),5.21202709,1.045647914
Burkina Faso,BFA,Population. female (% of total),50.50642058,50.40286089
Burkina Faso,BFA,Population. total,15632066,17589198
Burundi,BDI,School enrollment. secondary. female (% gross),18.68815041,34.82329941
Burundi,BDI,School enrollment. secondary. male (% gross),27.1528492,41.06225967
Burundi,BDI,School enrollment. primary. male (% gross),133.7241058,126.8340683
Burundi,BDI,School enrollment. primary. female (% gross),129.2367859,128.4258881
Burundi,BDI,School enrollment. tertiary. female (% gross),2.160360098,..
Burundi,BDI,School enrollment. tertiary. male (% gross),4.202290058,..
Burundi,BDI,GDP per capita (current US$),214.2309908,286.0023359
Burundi,BDI,GDP per capita growth (annual %),0.239048651,1.265698051
Burundi,BDI,Population. female (% of total),50.66741062,50.60055321
Burundi,BDI,Population. total,9461117,10816860
Cabo Verde,CPV,School enrollment. secondary. female (% gross),93.44235229,98.50047302
Cabo Verde,CPV,School enrollment. secondary. male (% gross),79.45767975,86.7670517
Cabo Verde,CPV,School enrollment. primary. male (% gross),114.6976776,116.2951431
Cabo Verde,CPV,School enrollment. primary. female (% gross),108.5835266,109.9069672
Cabo Verde,CPV,School enrollment. tertiary. female (% gross),19.41835022,26.75196075
Cabo Verde,CPV,School enrollment. tertiary. male (% gross),15.25800037,19.12855911
Cabo Verde,CPV,GDP per capita (current US$),3393.927212,3661.168758
Cabo Verde,CPV,GDP per capita growth (annual %),0.699962939,0.547062715
Cabo Verde,CPV,Population. female (% of total),50.77970305,50.67872335
Cabo Verde,CPV,Population. total,490379,513906
Cambodia,KHM,School enrollment. secondary. female (% gross),..,..
Cambodia,KHM,School enrollment. secondary. male (% gross),..,..
Cambodia,KHM,School enrollment. primary. male (% gross),126.9206696,119.5689926
Cambodia,KHM,School enrollment. primary. female (% gross),119.7499924,113.1353073
Cambodia,KHM,School enrollment. tertiary. female (% gross),10.47749996,..
Cambodia,KHM,School enrollment. tertiary. male (% gross),17.61893082,..
Cambodia,KHM,GDP per capita (current US$),782.6927899,1094.576688
Cambodia,KHM,GDP per capita growth (annual %),4.345634365,5.328191738
Cambodia,KHM,Population. female (% of total),51.28533362,51.23318974
Cambodia,KHM,Population. total,14363586,15328136
Cameroon,CMR,School enrollment. secondary. female (% gross),..,51.86019897
Cameroon,CMR,School enrollment. secondary. male (% gross),..,60.9487381
Cameroon,CMR,School enrollment. primary. male (% gross),113.910408,120.1291885
Cameroon,CMR,School enrollment. primary. female (% gross),98.36917877,106.8850327
Cameroon,CMR,School enrollment. tertiary. female (% gross),9.892849922,..
Cameroon,CMR,School enrollment. tertiary. male (% gross),12.17759037,..
Cameroon,CMR,GDP per capita (current US$),1147.242347,1407.403413
Cameroon,CMR,GDP per capita growth (annual %),0.68002481,3.313571167
Cameroon,CMR,Population. female (% of total),50.03327236,50.00485663
Cameroon,CMR,Population. total,20590666,22773014
Canada,CAN,School enrollment. secondary. female (% gross),101.1459579,..
Canada,CAN,School enrollment. secondary. male (% gross),103.5910721,..
Canada,CAN,School enrollment. primary. male (% gross),98.45345306,..
Canada,CAN,School enrollment. primary. female (% gross),98.93903351,..
Canada,CAN,School enrollment. tertiary. female (% gross),..,..
Canada,CAN,School enrollment. tertiary. male (% gross),..,..
Canada,CAN,GDP per capita (current US$),47445.76193,50185.4815
Canada,CAN,GDP per capita growth (annual %),1.941577559,1.35382449
Canada,CAN,Population. female (% of total),50.400102,50.40246806
Canada,CAN,Population. total,34005274,35543658
Caribbean small states,CSS,School enrollment. secondary. female (% gross),93.29105377,82.18631744
Caribbean small states,CSS,School enrollment. secondary. male (% gross),86.88181305,76.55352783
Caribbean small states,CSS,School enrollment. primary. male (% gross),99.80703735,100.9572601
Caribbean small states,CSS,School enrollment. primary. female (% gross),97.44051361,98.5096817
Caribbean small states,CSS,School enrollment. tertiary. female (% gross),29.34474945,29.92004013
Caribbean small states,CSS,School enrollment. tertiary. male (% gross),14.45483971,15.08720016
Caribbean small states,CSS,GDP per capita (current US$),8864.328246,9792.258215
Caribbean small states,CSS,GDP per capita growth (annual %),0.780153575,0.051999396
Caribbean small states,CSS,Population. female (% of total),50.40642359,50.3686944
Caribbean small states,CSS,Population. total,6854569,7012857
Cayman Islands,CYM,School enrollment. secondary. female (% gross),..,..
Cayman Islands,CYM,School enrollment. secondary. male (% gross),..,..
Cayman Islands,CYM,School enrollment. primary. male (% gross),..,..
Cayman Islands,CYM,School enrollment. primary. female (% gross),..,..
Cayman Islands,CYM,School enrollment. tertiary. female (% gross),..,..
Cayman Islands,CYM,School enrollment. tertiary. male (% gross),..,..
Cayman Islands,CYM,GDP per capita (current US$),..,..
Cayman Islands,CYM,GDP per capita growth (annual %),..,..
Cayman Islands,CYM,Population. female (% of total),..,..
Cayman Islands,CYM,Population. total,55509,59172
Central African Republic,CAF,School enrollment. secondary. female (% gross),..,..
Central African Republic,CAF,School enrollment. secondary. male (% gross),..,..
Central African Republic,CAF,School enrollment. primary. male (% gross),107.4101563,..
Central African Republic,CAF,School enrollment. primary. female (% gross),76.40506744,..
Central African Republic,CAF,School enrollment. tertiary. female (% gross),1.240859985,..
Central African Republic,CAF,School enrollment. tertiary. male (% gross),3.905149937,..
Central African Republic,CAF,GDP per capita (current US$),446.8002046,354.4519011
Central African Republic,CAF,GDP per capita growth (annual %),1.111316765,-0.929291467
Central African Republic,CAF,Population. female (% of total),50.74858722,50.7134002
Central African Republic,CAF,Population. total,4444973,4804316
Central Europe and the Baltics,CEB,School enrollment. secondary. female (% gross),97.03849792,102.2327271
Central Europe and the Baltics,CEB,School enrollment. secondary. male (% gross),97.68032074,103.7911911
Central Europe and the Baltics,CEB,School enrollment. primary. male (% gross),99.89997864,99.87724304
Central Europe and the Baltics,CEB,School enrollment. primary. female (% gross),99.14138031,99.40351105
Central Europe and the Baltics,CEB,School enrollment. tertiary. female (% gross),81.07718658,76.77378082
Central Europe and the Baltics,CEB,School enrollment. tertiary. male (% gross),55.85776138,53.64268112
Central Europe and the Baltics,CEB,GDP per capita (current US$),12557.38267,14124.33673
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),2.298647533,3.141637706
Central Europe and the Baltics,CEB,Population. female (% of total),51.69252894,51.70712131
Central Europe and the Baltics,CEB,Population. total,104543801,103496179
Chad,TCD,School enrollment. secondary. female (% gross),13.43883038,..
Chad,TCD,School enrollment. secondary. male (% gross),31.75959015,..
Chad,TCD,School enrollment. primary. male (% gross),95.10012817,..
Chad,TCD,School enrollment. primary. female (% gross),69.93070221,..
Chad,TCD,School enrollment. tertiary. female (% gross),0.623239994,1.133000016
Chad,TCD,School enrollment. tertiary. male (% gross),3.563770056,5.739369869
Chad,TCD,GDP per capita (current US$),895.8780349,1024.668354
Chad,TCD,GDP per capita growth (annual %),9.867237781,3.428207766
Chad,TCD,Population. female (% of total),49.98829896,49.94549591
Chad,TCD,Population. total,11896380,13587053
Channel Islands,CHI,School enrollment. secondary. female (% gross),..,..
