sep=,
Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2014 [YR2014]
Andorra,ADO,Income share held by third 20%,SI.DST.03RD.20,..,..
Andorra,ADO,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Andorra,ADO,Income share held by highest 20%,SI.DST.05TH.20,..,..
Andorra,ADO,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Andorra,ADO,Income share held by second 20%,SI.DST.02ND.20,..,..
Andorra,ADO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,..,..
Andorra,ADO,"Population, total",SP.POP.TOTL,84419,72786
Angola,AGO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,23.4139099121094,..
Angola,AGO,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,34.1809883117676,..
Angola,AGO,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,125.214546203613,..
Angola,AGO,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,101.756607055664,..
Angola,AGO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..
Angola,AGO,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,3886.47935432524,5232.76230029543
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.00281210036590096,1.43324784112657
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,..,..
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,..,..
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,..,..
Angola,AGO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.4562922238192,50.3928218170375
Angola,AGO,"Population, total",SP.POP.TOTL,21219954,24227524
Antigua and Barbuda,ATG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,106.696319580078,102.844703674316
Antigua and Barbuda,ATG,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,105.698150634766,101.803611755371
Antigua and Barbuda,ATG,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,107.920608520508,100.917961120605
Antigua and Barbuda,ATG,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,98.8128433227539,93.3091888427734
Antigua and Barbuda,ATG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,22.6758003234863,..
Antigua and Barbuda,ATG,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,9.05893039703369,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,13017.3103875487,13432.0792079208
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-8.13614288403357,3.54986107152261
Antigua and Barbuda,ATG,Income share held by third 20%,SI.DST.03RD.20,..,..
Antigua and Barbuda,ATG,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Antigua and Barbuda,ATG,Income share held by highest 20%,SI.DST.05TH.20,..,..
Antigua and Barbuda,ATG,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Antigua and Barbuda,ATG,Income share held by second 20%,SI.DST.02ND.20,..,..
Antigua and Barbuda,ATG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.2543074295278,52.2145214521452
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,87233,90900
Arab World,ARB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,65.4748611450195,67.968879699707
Arab World,ARB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,70.5269165039063,73.3778991699219
Arab World,ARB,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,101.795532226563,100.295463562012
Arab World,ARB,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,93.979621887207,93.6080017089844
Arab World,ARB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,25.2890892028809,28.7679996490479
Arab World,ARB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,24.2632007598877,27.6124095916748
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,5957.98900867645,7521.04367321527
Arab World,ARB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.29158325298455,0.685243252672322
Arab World,ARB,Income share held by third 20%,SI.DST.03RD.20,..,..
Arab World,ARB,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Arab World,ARB,Income share held by highest 20%,SI.DST.05TH.20,..,..
Arab World,ARB,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Arab World,ARB,Income share held by second 20%,SI.DST.02ND.20,..,..
Arab World,ARB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.3414720936188,48.2386695229219
Arab World,ARB,"Population, total",SP.POP.TOTL,353112237,384222592
Argentina,ARG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,106.633598327637,..
Argentina,ARG,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,97.1274871826172,..
Argentina,ARG,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,117.521179199219,..
Argentina,ARG,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,115.887100219727,..
Argentina,ARG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,89.158447265625,..
Argentina,ARG,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,59.1373100280762,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10332.0323662966,12324.9387857728
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.21789374020754,-3.55992086617138
Argentina,ARG,Income share held by third 20%,SI.DST.03RD.20,14.54,14.92
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,4.36,4.79
Argentina,ARG,Income share held by highest 20%,SI.DST.05TH.20,49.38,47.78
Argentina,ARG,Income share held by fourth 20%,SI.DST.04TH.20,22.42,22.88
Argentina,ARG,Income share held by second 20%,SI.DST.02ND.20,9.3,9.64
Argentina,ARG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.0871670158862,51.0732566797424
Argentina,ARG,"Population, total",SP.POP.TOTL,41222875,42980026
Armenia,ARM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,..
Armenia,ARM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..,..
Armenia,ARM,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..,..
Armenia,ARM,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..,..
Armenia,ARM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,63.1326599121094,48.4956893920898
Armenia,ARM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,40.2656517028809,40.0555992126465
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,3124.78401786195,3861.91557044458
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.29007820407587,3.11883263465545
Armenia,ARM,Income share held by third 20%,SI.DST.03RD.20,16.58,16.87
Armenia,ARM,Income share held by lowest 20%,SI.DST.FRST.20,8.94,8.45
Armenia,ARM,Income share held by highest 20%,SI.DST.05TH.20,40.31,40.05
Armenia,ARM,Income share held by fourth 20%,SI.DST.04TH.20,21.38,21.97
Armenia,ARM,Income share held by second 20%,SI.DST.02ND.20,12.79,12.66
Armenia,ARM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.5913259204669,52.7845213518669
Armenia,ARM,"Population, total",SP.POP.TOTL,2963496,3006154
Aruba,ABW,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,98.2680511474609,..
Aruba,ABW,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,93.4765930175781,..
Aruba,ABW,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,114.477272033691,119.129013061523
Aruba,ABW,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,112.983360290527,115.4296875
Aruba,ABW,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,43.949878692627,23.8256893157959
Aruba,ABW,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,31.1173496246338,10.4161100387573
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,24289.1415161326,..
Aruba,ABW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,..,..
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,..,..
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,..,..
Aruba,ABW,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.3233953758477,52.435687976721
Aruba,ABW,"Population, total",SP.POP.TOTL,101597,103441
Australia,AUS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,130.339508056641,..
Australia,AUS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,134.42170715332,..
Australia,AUS,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,105.796508789063,..
Australia,AUS,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,105.606491088867,..
Australia,AUS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,94.4553985595703,..
Australia,AUS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,68.3968963623047,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,51845.6548605562,61995.8296976
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.443578091499134,0.98519256861276
Australia,AUS,Income share held by third 20%,SI.DST.03RD.20,16.14,..
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,7.09,..
Australia,AUS,Income share held by highest 20%,SI.DST.05TH.20,42.16,..
Australia,AUS,Income share held by fourth 20%,SI.DST.04TH.20,22.79,..
Australia,AUS,Income share held by second 20%,SI.DST.02ND.20,11.83,..
Australia,AUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.9798830142117,50.0216130035818
Australia,AUS,"Population, total",SP.POP.TOTL,22031750,23464086
Austria,AUT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.7997894287109,96.92626953125
Austria,AUT,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,100.826972961426,101.569938659668
Austria,AUT,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,100.501953125,102.77564239502
Austria,AUT,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,99.1417007446289,101.698356628418
Austria,AUT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,74.2141799926758,87.6020431518555
Austria,AUT,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,63.4299011230469,72.7908401489258
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,46659.8408181344,51322.6399728758
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.68393662063365,-0.0880538840875289
Austria,AUT,Income share held by third 20%,SI.DST.03RD.20,17.47,..
Austria,AUT,Income share held by lowest 20%,SI.DST.FRST.20,8.04,..
Austria,AUT,Income share held by highest 20%,SI.DST.05TH.20,38.4,..
Austria,AUT,Income share held by fourth 20%,SI.DST.04TH.20,22.89,..
Austria,AUT,Income share held by second 20%,SI.DST.02ND.20,13.21,..
Austria,AUT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.2724520751107,50.9550170507728
Austria,AUT,"Population, total",SP.POP.TOTL,8363404,8541575
Azerbaijan,AZE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,98.033317565918,102.441719055176
Azerbaijan,AZE,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,99.5077209472656,103.109016418457
Azerbaijan,AZE,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,94.2229690551758,106.555923461914
Azerbaijan,AZE,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,93.2366104125977,105.492950439453
Azerbaijan,AZE,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,19.156379699707,24.7532291412354
Azerbaijan,AZE,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,19.3622493743896,21.6763706207275
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,5842.80578358576,7886.45914367274
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.61418749995566,0.734739796072986
Azerbaijan,AZE,Income share held by third 20%,SI.DST.03RD.20,..,..
Azerbaijan,AZE,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Azerbaijan,AZE,Income share held by highest 20%,SI.DST.05TH.20,..,..
Azerbaijan,AZE,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Azerbaijan,AZE,Income share held by second 20%,SI.DST.02ND.20,..,..
Azerbaijan,AZE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.4372084375058,50.246199834908
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9054332,9535079
"Bahamas, The",BHS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,95.0799179077148,..
"Bahamas, The",BHS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,90.2336196899414,..
"Bahamas, The",BHS,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,106.891609191895,..
"Bahamas, The",BHS,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,108.941513061523,..
"Bahamas, The",BHS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..
"Bahamas, The",BHS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,21920.5165867583,22497.4497068298
"Bahamas, The",BHS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.163711549513536,-1.87822032078932
"Bahamas, The",BHS,Income share held by third 20%,SI.DST.03RD.20,..,..
"Bahamas, The",BHS,Income share held by lowest 20%,SI.DST.FRST.20,..,..
"Bahamas, The",BHS,Income share held by highest 20%,SI.DST.05TH.20,..,..
"Bahamas, The",BHS,Income share held by fourth 20%,SI.DST.04TH.20,..,..
"Bahamas, The",BHS,Income share held by second 20%,SI.DST.02ND.20,..,..
"Bahamas, The",BHS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.1157608846271,51.0565090039525
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,360830,383054
Bahrain,BHR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,..
Bahrain,BHR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..,..
Bahrain,BHR,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..,..
Bahrain,BHR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..,..
Bahrain,BHR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,56.5315399169922
Bahrain,BHR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,24.230749130249
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,20386.0175551116,24514.9991306142
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.00465805385839,3.3925091874041
Bahrain,BHR,Income share held by third 20%,SI.DST.03RD.20,..,..
Bahrain,BHR,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Bahrain,BHR,Income share held by highest 20%,SI.DST.05TH.20,..,..
Bahrain,BHR,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Bahrain,BHR,Income share held by second 20%,SI.DST.02ND.20,..,..
Bahrain,BHR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,37.6020657740033,37.9191294706776
Bahrain,BHR,"Population, total",SP.POP.TOTL,1261319,1361930
Bangladesh,BGD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,53.0845489501953,..
Bangladesh,BGD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,47.2724990844727,..
Bangladesh,BGD,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,99.5810699462891,..
Bangladesh,BGD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,105.859909057617,..
Bangladesh,BGD,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,11.3874197006226
Bangladesh,BGD,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,15.4341201782227
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,760.331935200195,1086.80008676935
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.38046231457598,4.78090004537268
Bangladesh,BGD,Income share held by third 20%,SI.DST.03RD.20,15.97,..
Bangladesh,BGD,Income share held by lowest 20%,SI.DST.FRST.20,8.85,..
Bangladesh,BGD,Income share held by highest 20%,SI.DST.05TH.20,41.48,..
Bangladesh,BGD,Income share held by fourth 20%,SI.DST.04TH.20,21.23,..
Bangladesh,BGD,Income share held by second 20%,SI.DST.02ND.20,12.46,..
Bangladesh,BGD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.4342205942024,49.5078603598737
Bangladesh,BGD,"Population, total",SP.POP.TOTL,151616777,159077513
Barbados,BRB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.156677246094,110.680976867676
Barbados,BRB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,101.653923034668,107.87589263916
Barbados,BRB,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,98.8927993774414,93.1171035766602
Barbados,BRB,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,100.55982208252,94.1668930053711
Barbados,BRB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,95.8544769287109,..
Barbados,BRB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,43.8875389099121,..
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,15906.1893174632,15360.0618007811
Barbados,BRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.138718850535469,-0.111608403267482
Barbados,BRB,Income share held by third 20%,SI.DST.03RD.20,..,..
Barbados,BRB,Income share held by lowest 20%,SI.DST.FRST.20,..,..
Barbados,BRB,Income share held by highest 20%,SI.DST.05TH.20,..,..
Barbados,BRB,Income share held by fourth 20%,SI.DST.04TH.20,..,..
Barbados,BRB,Income share held by second 20%,SI.DST.02ND.20,..,..
Barbados,BRB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.0163396121131,52.0696591149693
Barbados,BRB,"Population, total",SP.POP.TOTL,279566,283380
Belarus,BLR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,105.267723083496,106.09895324707
Belarus,BLR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,108.748199462891,107.913803100586
Belarus,BLR,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,103.544296264648,98.8801498413086
Belarus,BLR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,103.350311279297,99.0571212768555
Belarus,BLR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,94.4353103637695,101.969749450684
Belarus,BLR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,65.2428512573242,76.4591522216797
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,5818.8548592158,8025.30435552468
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.93378366874254,1.54072889407162
Belarus,BLR,Income share held by third 20%,SI.DST.03RD.20,17.51,17.66
Belarus,BLR,Income share held by lowest 20%,SI.DST.FRST.20,8.81,9.33
Belarus,BLR,Income share held by highest 20%,SI.DST.05TH.20,37.47,36.68
Belarus,BLR,Income share held by fourth 20%,SI.DST.04TH.20,22.78,22.36
Belarus,BLR,Income share held by second 20%,SI.DST.02ND.20,13.42,13.98
Belarus,BLR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.5015984834582,53.520264678769
Belarus,BLR,"Population, total",SP.POP.TOTL,9490000,9483000
Belgium,BEL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.20777130127,175.380493164063
Belgium,BEL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,107.297958374023,154.670974731445
Belgium,BEL,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,103.345123291016,104.78946685791
Belgium,BEL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,103.182609558105,104.922180175781
Belgium,BEL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,75.7907180786133,83.3613662719727
Belgium,BEL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,59.852668762207,63.6220207214355
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44382.8189867028,47346.792823245
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.7609683052648,1.21510535220281
Belgium,BEL,Income share held by third 20%,SI.DST.03RD.20,17.81,..
Belgium,BEL,Income share held by lowest 20%,SI.DST.FRST.20,8.45,..
